종사자수_총소계,연간급여_합계,건물소유면적,건물임차면적,건물무상면적,건물합계면적,매출액,영업비용,인건비,임차료,기타영업비용,영업이익,사업체승수,종사자승수,매출액승수
7,32,,165,,165,270,231,32,32,167,39,9.6,8.72393,7.0239817
2,18,99,,,99,95,56,18,,38,39,187.44,165.10059,110.2491642
10,171,,115,,115,948,909,191,68,650,39,27.06897,25.94778,21.0427541
2,11,,19,,19,102,63,11,24,28,39,124.7625,100.585,79.2999584
76,1161,,1431,,1431,6456,6417,1462,707,4248,39,1,1,1
4,56,,26,,26,186,147,66,0,81,39,12.66667,10.55435,6.8640277
3,10,,50,,50,203,164,10,8,146,39,21.65455,18.47656,15.4693688
1,0,,83,,83,84,45,0,12,33,39,17.06849,13.33908,8.5329549
14,283,,4290,,4290,1060,1021,298,352,371,39,1.2,1.16418,1.0517353
4,67,,132,,132,488,449,80,29,340,39,18.93103,16.24096,11.7687293
3,10,,99,,99,141,102,10,8,84,39,134.02151,111.08451,89.1162157
11,119,,158,,158,450,411,149,65,197,39,2.125,2.18627,3.5583046
2,,,33,,33,80,41,,4,37,39,126.30909,110.89394,97.6291319
3,28,,56,,56,192,153,28,23,102,39,50.31707,37.86538,24.8658898
8,83,,237,,237,2751,2712,103,12,2597,39,7.9,7.70968,7.540709
7,64,125,,,125,466,427,71,14,342,39,24.39286,21.86022,16.8267901
20,58,,99,,99,140,101,63,18,20,39,1,1,1
9,96,,59,,59,360,321,96,2,223,39,2.51852,2.44785,2.4361129
17,180,,103,,103,1076,1037,216,80,741,39,14.8,15.18443,16.076761
2,16,149,,,149,191,152,16,14,122,39,70.6,65.79487,69.2022472
6,55,,23,,23,349,310,63,35,212,39,1.70833,1.68421,1.371179
8,96,,135,,135,668,629,106,86,437,39,30.54545,29.55028,23.3176747
4,26,,66,,66,283,244,29,64,151,39,88.14943,73.12919,40.3573741
4,43,,165,,165,340,301,43,36,222,39,252.53333,228.9881,224.3465793
12,205,,330,,330,1165,1126,224,6,896,39,4.25,4.41667,5.159534
1,,,59,,59,90,51,,18,33,39,50.61111,45.69072,32.2696193
12,169,,89,,89,628,589,186,97,306,39,8.92857,8.88636,10.1998284
75,1146,,698,,698,6371,6332,1443,697,4192,39,1,1,1
5,83,,100,,100,695,656,94,45,517,39,77.11864,74.42162,46.338742
16,97,,198,,198,1012,973,107,29,837,39,20.75,18.56604,10.1433582
10,67,,132,,132,636,597,69,45,483,39,2,1.9697,1.5415333
2,,,43,,43,80,41,,12,29,39,23,24.16667,25.8542141
2,36,,26,,26,225,186,38,25,123,39,32.52381,24.73292,15.5901172
7,48,,48,,48,300,261,48,11,202,39,4.75,4.35955,4.5172385
3,30,,99,,99,152,113,30,10,73,39,16.15385,13.52778,10.5806633
7,105,,99,,99,472,433,106,29,298,39,4.46154,4.46429,4.159292
3,23,,99,,99,199,160,24,17,119,39,121.8,108.7561,92.1745441
3,16,,46,,46,118,79,16,13,50,39,173.5,163.6,227.5823096
10,236,,330,,330,901,862,259,90,513,39,2.26087,2.22727,2.455537
14,306,,198,,198,1934,1895,396,178,1321,39,5.80769,5.07082,4.6501797
4,64,,17,,17,714,675,75,68,532,39,34.54545,31.89796,21.1124785
3,19,,60,,60,189,150,19,17,114,39,169.58824,167.52174,159.2975094
10,159,,217,,217,717,678,183,63,432,39,2.44444,2.45029,2.3025322
5,83,165,,,165,324,285,83,0,202,39,1,1,1
17,139,,511,,511,1144,1105,160,24,921,39,3.53333,3.31658,2.2948407
5,67,,119,,119,255,216,67,28,121,39,5.64706,5.41148,4.7890118
2,,,70,,70,160,121,,8,113,39,129.9322,117.03571,100.0865695
6,209,,158,,158,755,716,222,25,469,39,10.74194,11.42391,8.9645674
10,24,,66,,66,240,201,24,23,154,39,1.16667,1.17143,1.0162997
5,55,,198,,198,549,510,63,18,429,39,30.78571,31.16667,11.4831898
6,32,,50,,50,126,87,32,23,32,39,4.8,4.51376,4.1969741
8,59,,175,,175,386,347,68,39,240,39,40.19672,39.12871,30.5730263
2,,,330,,330,171,132,,21,111,39,144.34921,128.44776,103.270852
5,44,,99,,99,178,139,44,20,75,39,9.6,8.72393,7.0239817
4,23,,40,,40,199,160,24,17,119,39,111.15909,102.65,106.8820951
3,14,,66,,66,203,164,15,21,128,39,24.33333,20.35714,18.0572289
5,77,,2781,,2781,382,343,83,1,259,39,1,1,1
8,82,,160,,160,430,391,92,20,279,39,2.5,2.37333,2.081628
7,13,,86,,86,94,55,13,7,35,39,2.96875,2.7268,2.7055286
2,,,33,,33,84,45,,5,40,39,26.25,22.20548,13.1778426
3,43,,66,,66,374,335,52,20,263,39,21.38235,18.46739,10.9095705
12,73,,148,,148,498,459,81,22,356,39,4.83333,4.80793,3.7670978
5,56,,,800,800,150,111,56,,55,39,12.875,14.39535,10.8983957
10,13,,89,,89,175,136,13,21,102,39,3.21739,3.06569,2.8004539
17,134,,297,,297,765,726,165,95,466,39,3.11538,3.00301,2.8925005
7,63,,76,,76,489,450,77,22,351,39,13.17391,13.28859,8.6332914
2,11,,40,,40,110,71,11,20,40,39,97.32468,77.2449,37.2703021
9,62,,165,,165,486,447,76,22,349,39,13.17391,13.28859,8.6332914
14,105,,116,,116,558,519,121,36,362,39,1.38462,1.30833,1.2555234
16,195,,99,,99,916,877,231,114,532,39,2.44444,2.45029,2.3025322
23,430,,264,,264,1221,1182,471,26,685,39,1.33333,1.32402,1.150597
5,112,,92,,92,617,578,127,37,414,39,23.52174,23.25694,15.484661
2,12,,96,,96,120,81,12,11,58,39,6.33333,6,3.8605732
31,724,,867,,867,2365,2326,871,183,1272,39,1.66667,1.55,1.5475583
8,90,,226,,226,276,237,92,35,110,39,26.23077,24.84337,19.9887842
75,1146,,660,,660,6372,6333,1443,698,4192,39,1,1,1
17,153,,207,,207,815,776,160,60,556,39,2,1.89908,2.0026539
2,,,26,,26,80,41,,8,33,39,178.91667,163.28302,134.9451747
5,40,,100,,100,365,326,43,9,274,39,4.61538,4.34615,2.8843222
13,94,,396,,396,518,479,114,61,304,39,1.41667,1.43478,1.1484554
5,40,,82,,82,163,124,40,9,75,39,6,5.95918,5.959629
7,64,89,,,89,289,250,66,15,169,39,2.96875,2.7268,2.7055286
2,,660,,,660,48,9,0,0,9,39,89.04167,70.87302,42.9411123
8,59,30,,,30,384,345,68,39,238,39,40.19672,39.12871,30.5730263
2,,,132,,132,199,160,,17,143,39,111.15909,102.65,106.8820951
2,39,,106,,106,526,487,45,28,414,39,11.95455,10.48276,5.9531021
6,75,,109,,109,434,395,84,23,288,39,81.17544,82.05882,69.8511546
3,31,,56,,56,321,282,33,28,221,39,97.32468,77.2449,37.2703021
2,,,101,,101,100,61,,5,56,39,34.8,32,25.5206271
4,14,82,,,82,115,76,14,,62,39,67,61.5443,52.8000359
6,47,,79,,79,214,175,49,14,112,39,2.1,2.13121,2.2601175
3,,,43,,43,205,166,,25,141,39,252.53333,228.9881,224.3465793
4,50,,99,,99,353,314,58,31,225,39,62.02381,55.53982,39.0659737
2,35,,33,,33,273,234,37,31,166,39,182.94937,156.41818,121.4662363
4,22,198,,,198,258,219,24,14,181,39,187.44,165.10059,110.2491642
11,101,400,,,400,325,286,105,0,181,39,6.88889,6.07438,6.4666592
2,23,,18,,18,171,132,33,4,95,39,30.40426,23.2087,10.8808706
7,83,,90,,90,699,660,94,45,521,39,77.11864,74.42162,46.338742
3,,,60,,60,75,36,,3,33,39,11.66667,10.56522,8.6148796
2,,,132,,132,120,81,,4,77,39,300,320.58333,539.709799
1,,,66,,66,90,51,,7,44,39,128.26316,114.86275,69.6208373
7,114,,330,,330,390,351,118,21,212,39,8.38462,7.84884,7.732282
8,105,,675,,675,250,211,105,0,106,39,20.25,21.32609,20.8875519
3,34,,33,,33,150,111,34,4,73,39,108.1,109.2,67.9046177
2,,,23,,23,107,68,0,8,60,39,21.28571,18.57669,12.7505126
5,47,,50,,50,215,176,49,14,113,39,2.1,2.13121,2.2601175
10,66,,75,,75,529,490,81,27,382,39,1.4,1.40984,1.3725034
6,52,,83,,83,316,277,52,19,206,39,4,3.765,2.9820993
3,101,825,,,825,398,359,121,0,238,39,27.08696,24.01031,13.2149349
2,14,,66,,66,161,122,14,17,91,39,50.45161,40.19328,28.9746732
5,43,,198,,198,253,214,49,14,151,39,5.38889,5.63063,5.7939
2,,160,,,160,100,61,,,61,39,178.91667,163.28302,134.9451747
29,802,,18470,,18470,4641,4602,982,1404,2216,39,1,1,1
4,27,,53,,53,313,274,29,21,224,39,88.14943,73.12919,40.3573741
5,10,,264,,264,83,44,10,30,4,39,15.33333,14.69811,9.483748
5,81,83,,,83,304,265,87,13,165,39,2,1.95911,2.2992769
5,34,,132,,132,181,142,34,18,90,39,77.11864,74.42162,46.338742
5,84,,33,,33,501,462,99,30,333,39,5.19048,5.14394,4.3083932
7,97,,198,,198,657,618,109,66,443,39,1.84615,1.63934,1.8053444
5,52,,198,,198,277,238,55,20,163,39,1.84615,1.63934,1.8053444
5,64,185,,,185,218,179,65,6,108,39,11.8,11.43333,14.7658129
4,28,,43,,43,256,217,30,15,172,39,24.25455,18.58915,8.2153951
5,57,,63,,63,242,203,64,13,126,39,5.125,4.73333,6.3155781
4,13,1056,,,1056,90,51,13,,38,39,89.04167,70.87302,42.9411123
1,,,50,,50,100,61,0,8,53,39,29.97368,19.69,10.0951459
10,55,,264,,264,888,848,61,17,770,40,3,2.992,1.8248348
2,14,,122,,122,119,79,14,36,29,40,116.9875,102.84746,56.2174067
6,71,,86,,86,507,467,86,25,356,40,4.60465,4.70635,5.4383131
3,25,,132,,132,194,154,28,16,110,40,39.84314,33.58491,19.9061433
7,100,,132,,132,200,160,100,,60,40,11.55556,10.35,10.3105085
9,80,,59,,59,734,694,96,28,570,40,5.2,5.14935,3.7962427
2,,,33,,33,200,160,0,18,142,40,182.75472,155.98438,118.1370298
4,24,,132,,132,108,68,25,10,33,40,30.83908,23.98492,15.7252243
2,,,21,,21,123,83,,5,78,40,11.66667,10.56522,8.6148796
5,128,,,198,198,727,687,158,52,477,40,15.14286,15.40909,18.751537
14,103,,330,,330,1084,1044,122,12,910,40,6.38462,6.81081,4.4643095
2,0,,99,,99,113,73,0,10,63,40,31.03636,29.55752,22.7548627
2,54,,46,,46,386,346,74,24,248,40,12.88571,10.68421,6.5526919
16,120,,165,,165,841,801,144,49,608,40,6.53846,6.60465,4.0725242
8,57,,207,,207,184,144,57,5,82,40,6.625,6.37736,8.0987395
31,879,,3783,,3783,7026,6986,990,558,5438,40,1.5,1.47537,1.2057606
9,88,,396,,396,341,301,88,70,143,40,37.75,33.63855,18.4267424
5,128,512,,,512,727,687,158,52,477,40,21.375,19.98113,16.3759111
13,24,6600,,,6600,120,80,26,,54,40,1,1,1
9,85,,100,,100,718,678,96,46,536,40,80.4,74.73494,79.5669198
2,,396,,,396,85,45,0,0,45,40,32.75,26.05556,9.5718599
2,,660,,,660,70,30,0,0,30,40,81.85714,68.21429,57.259434
6,40,,70,,70,200,160,40,6,114,40,23.52174,23.25694,15.484661
3,13,,132,,132,95,55,13,8,34,40,70.6,65.79487,69.2022472
2,14,,33,,33,187,147,14,6,127,40,21.65455,18.47656,15.4693688
14,121,,277,,277,385,345,121,43,181,40,3.58333,3.51592,3.713167
1,,,29,,29,89,49,,6,43,40,88.14943,73.12919,40.3573741
7,43,,109,,109,360,320,43,46,231,40,1.875,1.89796,1.7031536
3,43,,42,,42,216,176,49,14,113,40,30.83908,23.98492,15.7252243
2,,,50,,50,120,80,,6,74,40,31.58824,30.65714,23.9279913
2,0,,53,,53,216,176,0,21,155,40,67,61.5443,52.8000359
2,13,,66,,66,165,125,13,14,98,40,13.09375,11.32895,8.3286174
8,119,,132,,132,689,649,144,51,454,40,28.91429,28.18777,27.2105671
4,32,,198,,198,200,160,32,12,116,40,128.63077,107.88387,91.2718601
1,,,43,,43,95,55,0,6,49,40,21.28571,18.57669,12.7505126
5,75,297,,,297,188,148,75,1,72,40,3.14286,3.16667,3.4512712
6,91,,99,,99,303,263,104,19,140,40,5.22222,4.90351,3.5296918
1,26,909,,,909,120,80,26,0,54,40,1,1,1
6,117,198,,,198,675,635,126,38,471,40,53.58333,47.16667,23.3646531
3,23,99,,,99,204,164,24,17,123,40,121.8,108.7561,92.1745441
21,306,165,,,165,1111,1071,345,91,635,40,1.1,1.06811,1.0574317
7,40,99,,,99,200,160,40,,120,40,4.35,4.08824,4.7384046
4,22,,33,,33,207,167,23,13,131,40,30.83908,23.98492,15.7252243
6,81,,49,,49,232,192,81,18,93,40,12.09091,12.07692,8.9374638
4,150,116,,,116,729,689,155,0,534,40,29.97368,19.69,10.0951459
2,,,40,,40,218,178,,23,155,40,129.9322,117.03571,100.0865695
1,,,83,,83,74,34,0,4,30,40,42.98361,35.22881,23.8084023
2,,,69,,69,90,50,,7,43,40,96.15385,82.02857,85.1163265
7,48,49,,,49,225,185,53,12,120,40,28.91429,28.18777,27.2105671
10,70,,108,,108,507,467,70,38,359,40,1,1,1
5,76,165,,,165,438,398,85,23,290,40,81.17544,82.05882,69.8511546
11,160,,211,,211,600,560,160,40,360,40,6.33333,6.0641,8.6234544
2,12,,330,,330,120,80,12,36,32,40,4.63158,4.53333,4.2808132
7,50,,264,,264,244,204,50,34,120,40,7.13889,7.00858,5.4536563
6,54,99,,,99,151,111,54,,57,40,8.75758,8.53769,8.4172592
3,60,,83,,83,289,249,60,20,169,40,11.63636,9.96875,7.2293748
9,79,,66,,66,314,274,79,15,180,40,2.76923,2.73494,3.4211454
5,128,,,918,918,727,687,158,52,477,40,2.28571,2.26667,1.8757733
9,63,,112,,112,240,200,64,14,122,40,4.45,4.36923,4.4185435
40,296,,330,,330,1541,1501,347,66,1088,40,12,10.8,10.0652812
5,15,,238,,238,91,51,15,10,26,40,12.09091,12.07692,8.9374638
6,50,,83,,83,260,220,50,30,140,40,6.33333,5.81461,4.1795183
5,70,,276,0,276,504,464,85,25,354,40,8.54167,8.67785,7.2898336
6,24,,115,,115,157,117,24,13,80,40,4.61538,4.90278,5.0262217
4,42,,255,,255,278,238,42,20,176,40,25.15217,21.08333,16.271217
8,65,,198,,198,477,437,73,14,350,40,24.39286,21.86022,16.8267901
6,63,,99,,99,220,180,66,16,98,40,4.8,4.51376,4.1969741
2,,400,,,400,52,12,,,12,40,57.40741,60.78571,73.9483013
2,12,,33,,33,132,92,12,14,66,40,50.6,36,33.7844475
2,,198,,,198,52,12,,,12,40,49.62857,38.95,18.9473352
3,19,,99,,99,197,157,19,23,115,40,101.55224,83.1087,58.6437984
2,,,99,,99,96,56,,6,50,40,92.125,86.12195,69.4318766
7,56,1650,,,1650,706,666,80,1,585,40,6.75,6.69388,6.2346786
1,,,264,,264,55,15,,7,8,40,2.13636,2.11429,1.3107852
7,86,,205,,205,2889,2849,108,12,2729,40,19.5,18.94737,12.8987298
3,19,,66,,66,192,152,19,12,121,40,242.5,268.80645,270.8531646
77,1176,,635,,635,6541,6501,1481,716,4304,40,1,1,1
22,299,50,50,,100,1715,1675,368,150,1157,40,1.45455,1.46479,1.4075341
27,322,,231,,231,921,881,338,0,543,40,1,1,1
8,222,,99,,99,2338,2298,287,927,1084,40,3.53333,3.5,2.8869008
5,49,,66,,66,223,183,51,15,117,40,2.1,2.13121,2.2601175
5,,,437,,437,179,139,0,15,124,40,11.55556,10.35,10.3105085
9,85,,132,,132,716,676,96,46,534,40,77.11864,74.42162,46.338742
6,60,,,66,66,204,164,60,0,104,40,3.03125,2.88837,2.8498277
6,83,,33,,33,245,205,83,12,110,40,1.5,1.59091,1.4599575
10,71,287,,,287,472,432,84,41,307,40,1,1,1
3,18,0,86,,86,123,83,18,8,57,40,30.83908,23.98492,15.7252243
14,120,,310,,310,360,320,132,16,172,40,4.35714,4.5119,6.9813639
12,44,,,,,115,75,44,6,25,40,14.8,14.36508,10.0054945
4,15,40,,,40,257,217,16,19,182,40,77.82292,67.19913,61.7123326
11,48,,69,,69,180,140,53,15,72,40,2.47059,2.29167,2.0453133
11,482,,330,,330,1340,1300,571,147,582,40,5.22727,4.87584,3.6132908
6,99,363,,,363,481,441,118,43,280,40,6.02778,5.85654,3.8696082
7,100,,99,,99,516,476,112,29,335,40,7,6.02326,7.4719052
5,126,,26,,26,1009,969,155,22,792,40,7.78571,7.8022,7.6643984
7,70,,330,,330,218,178,72,20,86,40,1.84615,1.63934,1.8053444
8,108,,56,,56,486,446,110,30,306,40,4.46154,4.46429,4.159292
78,1191,,865,,865,6626,6586,1500,725,4361,40,1,1,1
2,,,56,,56,130,90,,4,86,40,34.54545,31.89796,21.1124785
3,22,,66,,66,207,167,23,13,131,40,30.83908,23.98492,15.7252243
6,85,,200,,200,317,277,88,45,144,40,9.94118,8.91845,6.4335015
1,,,33,,33,111,71,,5,66,40,26.25,22.20548,13.1778426
1,,,162,,162,136,96,,11,85,40,42.98361,35.22881,23.8084023
6,81,,75,,75,272,232,83,11,138,40,4.7,4.4252,4.1283229
2,,,10,,10,77,37,,4,33,40,3.43243,2.95556,2.4092185
10,126,,99,,99,654,614,150,49,415,40,7.58,7.31534,7.5550585
5,20,,,,,142,102,20,26,56,40,1,1,1
7,36,,73,,73,180,140,36,32,72,40,9.68571,9.18376,5.5165149
4,20,,238,,238,294,254,23,16,215,40,12.19355,10.67059,8.3086583
1,39,33,,,33,185,145,42,2,101,40,116.9875,102.84746,56.2174067
2,,,53,,53,180,140,0,26,114,40,111.54545,104.19048,85.7710761
14,310,,374,,374,1969,1929,403,181,1345,40,5.80769,5.07082,4.6501797
7,144,,175,,175,404,364,151,31,182,40,28,26.52,27.6007795
2,,,40,,40,240,200,0,5,195,40,31.03636,29.55752,22.7548627
6,105,,149,,149,281,241,108,22,111,40,16.57143,15.16667,17.5713634
7,82,,53,,53,192,152,82,13,57,40,17.94118,16.77576,12.1740972
2,10,,66,,66,200,160,10,10,140,40,24.25455,18.58915,8.2153951
14,225,660,,,660,1186,1146,238,60,848,40,9.33333,8.78261,7.4831625
3,,120,,,120,86,46,0,0,46,40,134.02151,111.08451,89.1162157
25,340,,165,,165,2025,1985,441,199,1345,40,1,1,1
5,78,,198,,198,325,285,78,16,191,40,2.81818,2.9403,3.1113729
6,84,,462,,462,644,604,96,20,488,40,46.5,42.03261,20.4295227
78,1191,,500,,500,6626,6586,1500,725,4361,40,1,1,1
60,848,,330,,330,3028,2988,972,255,1761,40,1,1,1
6,60,,53,,53,186,146,60,12,74,40,2.51852,2.44785,2.4361129
6,120,,165,,165,268,228,120,18,90,40,17.66667,17.31973,14.2046248
4,21,,23,,23,242,202,22,17,163,40,31.64789,23.16364,11.8899186
5,50,46,,,46,180,140,50,,90,40,2.1,2.13121,2.2601175
6,60,,165,,165,312,272,61,12,199,40,17.94118,16.77576,12.1740972
10,89,,116,,116,301,261,100,8,153,40,1.07692,1.06211,1.0434165
4,21,198,,,198,211,171,21,25,125,40,291.23684,278.21429,231.4733297
65,854,,251,,251,3050,3010,979,257,1774,40,1,1,1
5,61,1155,,,1155,395,355,67,53,235,40,15.33333,14.69811,9.483748
3,6,,66,,66,188,148,6,8,134,40,36.72308,31.04225,24.5178162
2,,,26,,26,125,85,0,12,73,40,77.82292,67.19913,61.7123326
3,40,,56,,56,314,274,40,80,154,40,97.15385,98.51471,85.9475454
5,60,,17,,17,302,262,63,32,167,40,16.65,15.82114,14.7994269
3,24,,82,,82,282,242,25,22,195,40,251.54545,229.92308,193.3515155
5,126,1554,,,1554,1011,971,155,22,794,40,53.66667,56.22535,30.0802157
3,21,,149,,149,210,170,21,25,124,40,176.18182,172.44643,179.6979937
8,38,,178,,178,208,168,40,26,102,40,2.5,2.06452,1.8291874
14,93,,198,,198,389,349,109,44,196,40,5,4.69444,5.3486928
8,60,,66,,66,513,473,69,24,380,40,28.28571,29.47867,17.9893325
14,62,3866,,,3866,181,141,64,0,77,40,1,1,1
10,19,,132,,132,293,253,19,25,209,40,2.2,2.43636,2.2649109
7,114,,99,,99,248,208,114,12,82,40,2.1,2.13121,2.2601175
57,857,,2013,,2013,3059,3019,983,258,1778,40,1,1,1
5,46,50,,,50,201,161,47,15,99,40,4.60465,4.70635,5.4383131
4,12,,66,,66,240,200,12,14,174,40,22.38889,17.86667,16.8264925
5,24,106,,,106,88,48,24,0,24,40,7.5,7.26,12.0801548
7,20,,99,,99,112,72,20,11,41,40,1.84615,1.63934,1.8053444
2,15,115,,,115,100,60,15,,45,40,68,73.57143,54.4776903
3,48,,50,,50,264,224,48,20,156,40,20.68085,17.89381,11.9099427
5,96,,53,,53,494,454,116,26,312,40,5.45,4.93182,4.6751192
2,14,,56,,56,117,77,14,7,56,40,44.65714,33.73171,14.4906332
3,36,,158,,158,187,147,36,20,91,40,120.15873,101.59864,83.784689
8,96,245,,,245,237,197,97,8,92,40,4.5,4.25,3.50375
15,433,,13000,,13000,1620,1580,489,237,854,40,1.25,1.2,1.3667887
2,,,179,,179,359,319,,31,288,40,62.02381,55.53982,39.0659737
3,25,,40,,40,275,235,27,23,185,40,33.3913,34.38,33.9872204
12,521,,175,,175,976,936,566,29,341,40,4.83333,4.80793,3.7670978
4,22,,46,,46,207,167,23,13,131,40,30.83908,23.98492,15.7252243
8,109,,660,,660,596,556,121,51,384,40,8.23529,7.68398,6.265486
2,,,30,,30,176,136,,21,115,40,20.33333,17.7037,10.0905303
2,,161,,,161,48,8,,,8,40,63.23256,56.09302,50.3969944
3,21,125,,,125,213,173,21,25,127,40,252.53333,228.9881,224.3465793
6,57,,,,,164,124,62,16,46,40,12.75,13.36,9.2716049
5,50,,57,,57,209,169,50,29,90,40,85.66667,86.41667,123.4255875
14,310,,175,,175,1969,1929,403,181,1345,40,2,2.01163,1.9135284
6,108,,99,,99,320,280,108,17,155,40,14.66667,13.37288,12.1988737
3,22,,59,,59,90,50,22,2,26,40,27.68182,22.89091,23.1761675
16,204,,167,,167,913,873,231,36,606,40,2,1.89908,2.0026539
45,841,,380,,380,3005,2965,964,253,1748,40,2.06977,1.88549,2.1407175
5,25,,132,,132,120,80,25,6,49,40,6.02778,5.85654,3.8696082
3,18,,37,,37,128,88,18,8,62,40,30.83908,23.98492,15.7252243
13,71,,231,,231,341,301,76,27,198,40,9,7.69412,7.907673
2,,,86,,86,90,50,0,11,39,40,21.6,18.06542,15.0945234
20,185,,495,,495,1429,1389,213,37,1139,40,1.4,1.41129,1.2424461
6,57,,198,,198,264,224,59,48,117,40,2.16667,2.075,1.7390649
4,14,,83,,83,89,49,14,6,29,40,44.6,51.16667,57.2828054
11,91,,50,,50,426,386,100,44,242,40,2.44444,2.45029,2.3025322
16,121,,280,,280,311,271,121,42,108,40,1,1,1
2,,198,,,198,73,33,0,0,33,40,27.08696,24.01031,13.2149349
2,,90,,,90,120,80,,,80,40,79.13115,66.28182,44.1860983
2,14,330,,,330,60,20,14,0,6,40,32.75,26.05556,9.5718599
7,90,,,,,282,242,95,16,131,40,4.57143,3.96117,3.53162
13,117,,148,,148,608,568,139,48,381,40,11.07895,11.43788,10.5782991
2,6,,13,,13,150,110,6,12,92,40,165.57895,125.89474,66.9745748
7,66,,231,,231,351,311,66,20,225,40,5.88889,5.33871,5.4345909
9,50,,330,,330,151,111,50,11,50,40,9.66667,8.96491,6.3704918
6,63,,99,,99,241,201,63,33,105,40,9.66667,8.96491,6.3704918
1,,,66,,66,96,56,,11,45,40,165.42857,143.74286,134.331154
4,14,,132,,132,182,142,14,14,114,40,82.4898,61.86458,46.3116796
51,840,,429,,429,3000,2960,963,253,1744,40,1,1,1
5,43,,66,,66,121,81,43,5,33,40,9.6,8.72393,7.0239817
2,,,36,,36,80,40,,7,33,40,17.85714,14.73333,7.7194526
7,148,,,,,667,627,158,2,467,40,1,1,1
17,117,,116,,116,607,567,138,48,381,40,11.07895,11.43788,10.5782991
1,,,50,,50,225,185,,14,171,40,53.04348,49.87255,32.6921693
35,501,,182,,182,1926,1886,593,315,978,40,2.28571,2.19666,1.920066
4,35,,215,,215,467,427,37,50,340,40,109.23077,90.56311,63.3530836
2,,,66,,66,72,32,0,0,32,40,20.66667,22.11538,24.2053182
7,36,,83,,83,136,96,36,21,39,40,13.4,12.83607,11.6445731
7,68,,39,,39,162,122,75,18,29,40,16.85714,17.87805,7.6257527
5,60,,66,,66,300,260,62,75,123,40,5.45,4.93182,4.6751192
2,,,33,,33,203,163,0,7,156,40,18.56522,13.90164,10.9777424
3,18,,57,,57,106,66,18,24,24,40,252.53333,228.9881,224.3465793
9,102,,178,,178,260,220,107,60,53,40,3.91667,3.82667,3.4063909
2,,,99,,99,72,32,,7,25,40,13.8,13.08333,18.0162602
7,100,333,,,333,318,278,106,0,172,40,30.54545,29.55028,23.3176747
6,72,,270,,270,308,267,77,80,110,41,37.90909,37.10294,29.6674946
2,0,462,,,462,77,36,0,0,36,41,1,1,1
4,23,,231,,231,255,214,23,16,175,41,17.92308,15.47222,13.1701561
3,22,,59,,59,245,204,23,17,164,41,31.64789,23.16364,11.8899186
3,24,,66,,66,124,83,24,4,55,41,85.38462,77.54717,61.7403829
12,94,,198,,198,392,351,103,34,214,41,2,1.98765,2.4404459
3,14,,231,,231,180,139,14,22,103,41,162.47368,148.51064,138.0999605
2,10,,99,,99,140,99,10,11,78,41,42.98361,35.22881,23.8084023
50,867,,533,,533,3098,3057,994,261,1802,41,1,1,1
6,65,,330,,330,281,240,68,33,139,41,4,4.01235,2.6072187
4,25,,111,,111,294,253,26,23,204,41,435.47059,428.65116,272.4489209
2,20,,83,,83,197,156,20,18,118,41,169.58824,167.52174,159.2975094
4,12,,83,,83,474,433,18,93,322,41,58.05195,49.35176,38.8958728
80,1222,,952,,952,6796,6755,1539,744,4472,41,1,1,1
10,149,2999,,,2999,494,453,170,60,223,41,3.5,3.44118,4.2498542
4,77,125,,,125,180,139,77,,62,41,59,51.425,30.8362388
4,59,2000,,,2000,609,568,110,8,450,41,12.05882,9.72727,7.7676894
4,23,550,,,550,218,177,24,48,105,41,99.12121,73.74648,18.808271
2,,,50,,50,288,247,,32,215,41,58.05195,49.35176,38.8958728
80,321,,660,,660,2037,1996,417,188,1391,41,1,1,1
11,107,,211,,211,569,528,121,23,384,41,1.4375,1.38679,1.5030263
4,20,,66,,66,211,170,20,3,147,41,12.66667,10.55435,6.8640277
4,29,,231,,231,192,151,29,31,91,41,46.90909,43.08511,40.4331411
55,863,,170,,170,3083,3042,989,260,1793,41,1,1,1
85,1211,,6057,,6057,6734,6693,1525,737,4431,41,1,1,1
2,0,,59,,59,120,79,0,26,53,41,251.54545,229.92308,193.3515155
2,,990,,,990,60,19,0,0,19,41,59.625,50.16364,32.5725236
11,104,1160,,,1160,1077,1036,116,31,889,41,31.89474,29.84706,19.9387375
7,86,306,,,306,2891,2850,108,12,2730,41,2.28571,2.26667,1.8757733
12,76,660,,,660,342,301,88,13,200,41,2.77778,2.84259,2.754465
8,50,0,66,0,66,208,167,52,13,102,41,2,2.01852,1.8069069
80,1222,,906,,906,6796,6755,1539,744,4472,41,1,1,1
2,,,39,,39,110,69,,6,63,41,24.25455,18.58915,8.2153951
3,24,,132,,132,211,170,25,18,127,41,111.15909,102.65,106.8820951
2,57,,26,,26,710,669,73,13,583,41,97.32468,77.2449,37.2703021
6,123,,50,,50,710,669,148,52,469,41,28.91429,28.18777,27.2105671
6,78,99,,,99,546,505,95,27,383,41,6.13043,5.78912,4.5851494
3,20,,118,,118,222,181,21,23,137,41,67,61.5443,52.8000359
13,79,,264,,264,520,479,96,55,328,41,2,1.9697,1.5415333
1,,,99,,99,90,49,,5,44,41,82.4898,61.86458,46.3116796
4,18,,119,,119,175,134,18,11,105,41,74.17722,58.55556,48.2764031
7,86,,,,,2890,2849,108,12,2729,41,18.08333,18,15.4128378
20,256,,821,,821,1900,1859,306,57,1496,41,2.33333,2.18063,2.2553432
