종사자수_총소계,연간급여_합계,건물소유면적,건물임차면적,건물무상면적,건물합계면적,매출액,영업비용,인건비,임차료,기타영업비용,영업이익,사업체승수,종사자승수,매출액승수
6,71,,165,,165,308,297,77,20,200,11,62.46154,66.61538,79.6936391
4,20,,99,,99,154,143,20,7,116,11,146.48571,130.56173,118.859933
1,,,66,,66,41,30,,8,22,11,28.42857,32.28571,31.6431655
4,15,59,59,,118,170,159,15,3,141,11,84.36842,77.12963,91.692029
1,4,,667,,667,46,35,4,5,26,11,100.22222,87.54762,68.0430233
4,25,,66,,66,239,228,30,50,148,11,109.23077,90.56311,63.3530836
2,14,,132,,132,208,197,14,20,163,11,109.23077,90.56311,63.3530836
2,,,23,,23,20,9,,3,6,11,16.66667,12.83562,8.2510735
2,6,165,,,165,166,155,6,0,149,11,128.63077,107.88387,91.2718601
2,,,116,,116,58,47,0,10,37,11,88.04,63.67257,52.8835801
6,174,,361,,361,879,868,216,23,629,11,25.375,25.77083,42.2199115
2,5,,92,,92,93,82,5,22,55,11,100,92.14634,31.1624505
2,,69,,,69,24,13,,,13,11,36.72308,31.04225,24.5178162
1,,,17,,17,25,14,,1,13,11,193.57143,174.57143,184.3459716
4,10,,60,,60,57,46,10,15,21,11,77.82292,67.19913,61.7123326
2,9,,33,,33,92,81,9,10,62,11,116.9875,102.84746,56.2174067
2,,,56,,56,107,96,0,22,74,11,73.43243,68.2619,52.3294079
5,33,,132,,132,145,134,33,0,101,11,1,1,1
2,55,,99,,99,290,279,67,5,207,11,44,49.11765,34.3443057
1,0,,33,,33,96,85,0,6,79,11,27.68182,22.89091,23.1761675
8,64,,264,,264,365,354,75,41,238,11,7.13889,7.00858,5.4536563
6,47,,115,,115,405,394,59,116,219,11,3.53333,3.5,2.8869008
6,230,,,59,59,1110,1099,248,89,762,11,3.66667,3.94118,2.6938009
2,6,0,46,0,46,64,53,6,16,31,11,13.2,11.33333,20.7573964
17,195,198,,,198,590,579,207,0,372,11,1.38462,1.30833,1.2555234
2,10,,66,,66,88,77,10,0,67,11,26.82609,24.21359,20.4343468
2,,100,,,100,12,1,,,1,11,31.61111,28.71831,9.0734899
1,,,17,,17,72,61,,6,55,11,58.05195,49.35176,38.8958728
5,8,66,,,66,81,70,8,0,62,11,1.33333,1.27778,3.2857143
2,,,330,,330,39,28,0,24,4,11,27.90476,26.57143,21.7976879
1,,23,,,23,18,7,,,7,11,30.83908,23.98492,15.7252243
2,,,99,,99,93,82,0,2,80,11,16.15385,13.52778,10.5806633
2,4,,,,,32,21,4,2,15,11,9.35294,7.48485,5.3016489
2,,,33,,33,30,19,0,0,19,11,28.65217,23.55046,17.3552791
5,27,,66,,66,179,168,31,19,118,11,30.54545,29.55028,23.3176747
1,,,,,,23,12,,,12,11,57.40741,60.78571,73.9483013
2,12,,99,,99,146,135,12,0,123,11,121.8,108.7561,92.1745441
2,18,,63,,63,45,33,18,6,9,12,111.63636,80.22727,72.6850716
1,,,26,,26,35,23,0,7,16,12,134.02151,111.08451,89.1162157
5,35,,99,,99,157,145,35,0,110,12,2.1,2.13121,2.2601175
1,,,23,,23,25,13,,3,10,12,20.09524,15.875,8.8949364
1,12,,17,,17,35,23,12,2,9,12,97.32468,77.2449,37.2703021
1,,,20,,20,36,24,,4,20,12,59,51.425,30.8362388
3,27,,147,,147,200,188,31,5,152,12,73.6,58,43.4271047
2,18,,,115,115,40,28,18,0,10,12,110.2,105.21622,83.0092201
2,,17,,,17,19,7,,,7,12,187.44,165.10059,110.2491642
2,12,33,,,33,40,28,12,,16,12,124.7625,100.585,79.2999584
3,11,,132,,132,125,113,13,15,85,12,44.65714,33.73171,14.4906332
10,67,,125,,125,314,302,79,55,168,12,28.64,28.699,34.3062081
1,,,,,,30,18,0,11,7,12,251.54545,229.92308,193.3515155
5,148,,165,,165,507,495,150,33,312,12,3.66667,4.25,2.6723108
1,,,10,,10,36,24,0,12,12,12,21.28571,18.57669,12.7505126
1,,,50,,50,24,12,,6,6,12,44.65714,33.73171,14.4906332
8,21,,165,,165,40,28,21,3,4,12,10.19048,10.14286,6.9304973
2,,,50,,50,24,12,,4,8,12,67.23077,71.96774,71.8197507
14,137,,1650,,1650,529,517,152,61,304,12,1.5,1.42,1.2142052
2,,,33,,33,42,30,,4,26,12,30.93023,27.79167,25.0349277
2,14,,,210,210,158,146,14,0,132,12,20.66667,22.11538,24.2053182
3,9,,99,,99,118,106,9,24,73,12,153.62,135.9823,107.7610927
6,77,218,,,218,570,558,92,17,449,12,3.57143,3.73171,3.5207696
10,65,,200,,200,306,294,77,53,164,12,28.64,28.699,34.3062081
3,12,,30,,30,72,60,13,8,39,12,159,74.41667,31.6397695
1,,,46,,46,33,21,0,6,15,12,33.3913,34.38,33.9872204
2,,,40,,40,125,113,,18,95,12,124.7625,100.585,79.2999584
5,29,,198,,198,259,247,33,13,201,12,4.2,4.28421,3.2188078
2,,,363,,363,55,43,,26,17,12,12.05882,9.72727,7.7676894
2,5,,33,,33,36,24,5,5,14,12,20.68085,17.89381,11.9099427
3,9,,264,,264,54,42,9,14,19,12,10.73333,11.22222,8.1803279
1,,,445,,445,20,8,,3,5,12,57.84,57.2,58.912159
2,24,,83,,83,150,138,24,0,114,12,128.63077,107.88387,91.2718601
1,,,15,,15,28,16,,5,11,12,64.39583,44.53846,20.7012661
3,33,,33,,33,238,226,33,36,157,12,29.75439,24.31429,19.9564181
8,40,,620,,620,470,458,47,5,406,12,7.9,7.70968,7.540709
55,499,,132,,132,1987,1975,538,291,1146,12,1,1,1
46,536,610,,,610,2027,2015,632,229,1154,12,2.64815,2.2866,2.2754565
1,,,63,,63,109,97,0,7,90,12,21.65455,18.47656,15.4693688
5,136,,,520,520,185,173,157,2,14,12,1,1,1
1,,,33,,33,31,19,,6,13,12,21.28571,18.57669,12.7505126
3,9,,33,,33,81,69,9,11,49,12,7.83333,7.46154,6.193109
2,19,,96,,96,93,81,19,0,62,12,30.40426,23.2087,10.8808706
3,5,,50,,50,41,29,5,4,20,12,88.14943,73.12919,40.3573741
9,68,,231,,231,386,374,79,43,252,12,6.4375,5.93204,6.1497338
3,72,,25,,25,212,200,72,27,101,12,18.55263,16.88889,14.7294254
46,535,,198,,198,2026,2014,631,229,1154,12,2.64815,2.2866,2.2754565
2,,990,,,990,47,35,,,35,12,60.08,58.63462,49.0649115
7,173,1617,,,1617,484,472,188,1,283,12,10.91667,10.86301,12.5635972
3,26,,50,,50,205,193,33,3,157,12,18.56522,13.90164,10.9777424
1,,561,,,561,25,13,0,0,13,12,32.28125,31.01449,31.6144426
1,,443,,,443,15,3,0,0,3,12,3.14815,2.78571,1.698167
1,,99,,,99,18,6,0,0,6,12,3.14815,2.78571,1.698167
8,195,543,,,543,384,372,196,0,176,12,9.61538,9.43038,6.3937677
5,43,,,,,194,182,46,1,135,12,1,1,1
43,500,,181,,181,1893,1881,590,214,1077,12,1,1,1
2,6,,59,,59,48,36,6,16,14,12,50.58537,43.03571,34.9978081
5,43,,164,,164,204,192,43,6,143,12,27.6,23,21.6774252
6,67,,122,,122,354,342,74,21,247,12,1.84615,1.63934,1.8053444
6,30,,99,,99,178,166,32,8,126,12,25.54545,25.54962,18.1974383
1,,,38,,38,31,19,0,8,11,12,37.42308,29.05556,17.0726904
3,35,,36,,36,126,114,35,0,79,12,19.125,16.60959,14.0282207
2,,,26,,26,34,22,,5,17,12,30.93023,27.79167,25.0349277
1,,499,,,499,28,16,,,16,12,63.33333,62.53333,69.3045113
12,65,,223,,223,150,138,66,60,12,12,1.2,1.24848,1.3287194
1,,,33,,33,25,13,0,5,8,12,50.61111,45.69072,32.2696193
8,34,,66,,66,267,255,37,19,199,12,36.61538,34.41954,23.345692
4,16,287,,,287,35,23,16,0,7,12,1.875,1.90909,1.6367969
1,,,,,,42,30,,3,27,12,1,1,1
15,160,,141,,141,617,605,190,101,314,12,10.20833,9.52439,10.108537
4,43,,165,,165,134,122,43,18,61,12,182.94937,156.41818,121.4662363
8,28,,148,,148,143,131,30,5,96,12,3.08333,2.93694,2.8928401
2,12,13,,,13,48,36,12,0,24,12,17.85714,14.73333,7.7194526
1,,,17,,17,44,32,0,9,23,12,111.15909,102.65,106.8820951
2,,,,,,269,257,,5,252,12,56.725,49.55556,32.8377916
12,48,165,,,165,217,205,55,19,131,12,2.44444,2.45029,2.3025322
2,,,43,,43,148,136,0,0,136,12,21.28571,18.57669,12.7505126
2,,66,,,66,25,13,,,13,12,252.53333,228.9881,224.3465793
2,,,41,,41,49,37,,4,33,12,20.91379,14.68212,10.4593916
48,1481,5271,,,5271,1785,1773,1618,0,155,12,1,1,1
2,,116,,,116,20,8,0,0,8,12,47.75,40.06667,42.1719981
4,36,,20,,20,120,108,39,7,62,12,193.57143,174.57143,184.3459716
16,20,300,,,300,44,32,20,,12,12,1,1,1
1,,,40,,40,30,18,0,5,13,12,25.15217,21.08333,16.271217
3,2,,50,,50,38,26,2,5,19,12,111.15909,102.65,106.8820951
2,10,,33,,33,40,28,10,6,12,12,77.82292,67.19913,61.7123326
43,500,,274,,274,1894,1882,590,214,1078,12,3.78846,3.19694,3.2878759
1,,,1155,,1155,45,33,0,9,24,12,4.125,3.64286,1.4183998
1,,,,3,3,17,5,0,0,5,12,18.4375,16.93333,9.7709373
2,,,73,,73,64,52,,8,44,12,164.45455,154.38889,214.7619768
2,,,99,,99,143,131,0,11,120,12,88.04,63.67257,52.8835801
3,26,2300,,,2300,228,216,44,3,169,12,1.66667,1.52632,1.1654295
2,12,30,,,30,32,20,12,0,8,12,27.08696,24.01031,13.2149349
3,50,,99,,99,170,158,59,8,91,12,50.45161,40.19328,28.9746732
3,22,,,,,41,29,22,0,7,12,59.4,48.53846,34.9082707
9,51,198,,,198,116,104,51,0,53,12,5.125,4.73333,6.3155781
1,,,83,,83,30,18,0,6,12,12,42.98361,35.22881,23.8084023
1,,,33,,33,30,18,0,4,14,12,24.25455,18.58915,8.2153951
1,,,83,,83,40,28,0,18,10,12,2.88889,2.59091,2.7800633
1,,,99,,99,36,24,0,3,21,12,31.90909,38.05263,27.8953229
43,501,,330,,330,1895,1883,591,215,1077,12,2.64815,2.2866,2.2754565
1,,330,,,330,30,18,0,0,18,12,4.63158,4.53333,4.2808132
1,,83,,,83,20,8,0,0,8,12,2.91176,2.60714,2.3468517
2,,132,,,132,16,4,,1,3,12,1,1,1
2,3,165,,,165,37,25,3,2,20,12,2.13636,2.11429,1.3107852
2,6,73,,,73,44,32,6,2,24,12,134.02151,111.08451,89.1162157
2,,,33,,33,48,36,0,9,27,12,97.32468,77.2449,37.2703021
28,357,,148,,148,1985,1973,450,217,1306,12,2,1.96624,1.7264039
1,,,122,,122,40,28,0,4,24,12,98.31579,88.55,72.1835443
3,16,208,,,208,205,193,19,4,170,12,5.09091,4.74194,4.8423913
1,,,50,,50,60,48,,5,43,12,111.63636,80.22727,72.6850716
3,2,,83,,83,80,68,2,4,62,12,109.23077,90.56311,63.3530836
5,61,,210,,210,286,274,72,36,166,12,27.33333,26.44681,30.7033245
65,367,,720,,720,2040,2028,462,223,1343,12,1,1,1
44,505,,349,,349,1912,1900,596,216,1088,12,1.61538,1.47105,1.7282891
14,778,,,290,290,2006,1994,836,196,962,12,2.07692,2.01786,1.7734042
2,,,132,,132,108,96,0,0,96,12,26.47619,24.84783,22.0624327
2,,,83,,83,35,23,0,5,18,12,111.63636,80.22727,72.6850716
5,57,,99,,99,401,389,68,22,299,12,40.19672,39.12871,30.5730263
2,,,30,,30,32,20,,6,14,12,88.14943,73.12919,40.3573741
2,24,,92,,92,180,168,24,29,115,12,67,61.5443,52.8000359
13,36,,100,,100,525,513,43,3,467,12,1,1,1
25,17,,,110,110,71,59,17,,42,12,1,1,1
6,25,,83,,83,136,124,25,0,99,12,13,11.90385,10.3563518
1,,330,,,330,22,10,0,0,10,12,2.13636,2.11429,1.3107852
1,,26,,,26,36,24,,,24,12,33.46296,28.35938,22.1947199
3,12,,40,,40,116,104,12,8,84,12,16.66667,12.83562,8.2510735
4,7,,66,,66,62,50,7,13,30,12,14.92857,15.05556,15.2438095
1,,59,,,59,22,10,,,10,12,20.91379,14.68212,10.4593916
2,5,,40,,40,38,26,5,4,17,12,15.42105,15.85106,14.412844
10,66,,165,,165,307,295,73,28,194,12,1.02941,1.02582,1.0258094
1,0,200,,,200,20,8,0,0,8,12,58.78125,54.65714,55.7782768
2,,182,,,182,54,42,,4,38,12,48.33333,44.42742,33.6342586
2,15,,33,,33,120,108,15,4,89,12,11.66667,10.56522,8.6148796
1,,,13,,13,18,6,,2,4,12,13.5,12.44444,19.1006711
3,18,33,,,33,132,120,18,14,88,12,24.53846,25.0625,18.8402878
3,30,,100,,100,136,124,35,16,73,12,37.42308,29.05556,17.0726904
2,7,,59,,59,86,74,7,2,65,12,19.6875,18.26471,17.7133333
2,,,99,,99,130,118,0,0,118,12,106.17949,94.7093,83.5359389
3,80,,13,,13,359,347,87,32,228,12,20.33333,16.79167,10.0912254
16,46,,231,,231,100,88,46,5,37,12,4.83333,4.80793,3.7670978
10,42,792,,,792,452,440,51,4,385,12,3.66667,3.82432,3.1552314
2,12,,66,,66,198,186,12,0,174,12,21.28571,18.57669,12.7505126
6,30,,149,,149,144,132,36,13,83,12,6.02778,5.85654,3.8696082
2,,,33,,33,70,58,,4,54,12,53.04348,49.87255,32.6921693
8,15,,660,,660,51,39,15,8,16,12,9.5,8.98,7.6491433
3,34,,105,,105,169,157,36,26,95,12,123.125,105.47826,157.7679617
2,,120,,,120,144,132,0,0,132,12,134.02151,111.08451,89.1162157
1,,,33,,33,25,13,0,5,8,12,79.13115,66.28182,44.1860983
44,512,,500,,500,1939,1927,604,220,1103,12,1,1,1
3,5,264,,,264,35,23,5,3,15,12,2.6,2.56818,2.5299456
3,,,1650,,1650,79,67,0,11,56,12,89.04167,70.87302,42.9411123
2,6,,,,,26,14,6,1,7,12,88.14943,73.12919,40.3573741
44,512,,356,,356,1938,1926,604,219,1103,12,2.64815,2.2866,2.2754565
5,156,,330,,330,211,199,179,2,18,12,1,1,1
44,513,165,,,165,1940,1928,606,220,1102,12,2.64815,2.2866,2.2754565
1,,,112,,112,28,16,,5,11,12,111.54545,104.19048,85.7710761
2,30,,,,,114,102,30,72,0,12,99.12121,73.74648,18.808271
2,,,50,,50,40,28,,8,20,12,12.19355,10.67059,8.3086583
4,12,,132,,132,46,34,12,6,16,12,58.57143,53.21212,65.0605023
3,10,,56,,56,144,132,10,9,113,12,28.65217,23.55046,17.3552791
2,,,,,,159,147,0,0,147,12,173.5,163.6,227.5823096
1,,,,60,60,100,88,0,0,88,12,44,49.11765,34.3443057
1,,30,,,30,18,6,,,6,12,30.83908,23.98492,15.7252243
1,,,83,,83,36,24,,8,16,12,140.9,143.95238,49.0462287
4,264,241,,,241,718,706,313,2,391,12,120,98.9375,109.3412186
2,4,,90,,90,56,44,4,14,26,12,31.64789,23.16364,11.8899186
5,84,,83,,83,407,395,93,50,252,12,15,17.8,13.3204969
1,,,5,,5,36,24,0,1,23,12,31.64789,23.16364,11.8899186
1,,99,,,99,24,12,0,1,11,12,134.02151,111.08451,89.1162157
10,55,,59,,59,331,319,66,25,228,12,4.06667,3.83777,3.6733115
44,512,,495,,495,1938,1926,604,219,1103,12,3.78846,3.19694,3.2878759
1,,,46,,46,30,18,0,5,13,12,74.17722,58.55556,48.2764031
1,,,49,,49,36,24,0,5,19,12,134.02151,111.08451,89.1162157
4,15,,23,,23,63,51,16,0,35,12,32.52381,24.73292,15.5901172
1,,,66,,66,24,12,,4,8,12,85.38462,77.54717,61.7403829
44,513,,231,,231,1940,1928,606,220,1102,12,1.11111,1.09742,1.0596697
1,,,15,,15,30,18,,4,14,12,101.55224,83.1087,58.6437984
2,,49,,,49,40,28,0,0,28,12,66.26667,53.14706,15.8154613
5,84,,16,,16,407,395,93,50,252,12,47.5,53,14.2822853
1,,,132,,132,49,37,0,5,32,12,42.98361,35.22881,23.8084023
5,10,,,,,46,34,10,3,21,12,9.66667,8.96491,6.3704918
44,505,,328,,328,1912,1900,596,216,1088,12,1.11111,1.09742,1.0596697
8,62,,2277,,2277,370,358,72,18,268,12,7.78571,7.8022,7.6643984
1,,,66,,66,24,12,,7,5,12,73.28,75.46154,48.5143422
1,,,99,,99,48,36,,6,30,12,79.13115,66.28182,44.1860983
1,,,29,,29,30,18,,4,14,12,79.13115,66.28182,44.1860983
1,,33,,,33,36,24,,,24,12,36.72308,31.04225,24.5178162
5,50,,36,,36,157,145,50,12,83,12,23.39535,22.69259,20.0621759
2,,99,,,99,16,4,0,0,4,12,74.93548,74.19231,30.1978514
3,20,132,,,132,61,49,20,0,29,12,63.23256,56.09302,50.3969944
1,,,30,,30,22,10,,2,8,12,4.38462,4.80952,3.8915319
5,73,,122,,122,252,240,75,33,132,12,8.75758,8.53769,8.4172592
6,36,,50,,50,132,120,39,15,66,12,12.1875,12.2701,8.4880252
1,,,192,,192,32,20,0,4,16,12,82.4898,61.86458,46.3116796
3,6,,66,,66,60,48,6,14,28,12,4.13333,4.75,3.7180685
2,60,,17,,17,1036,1024,65,15,944,12,30.40426,23.2087,10.8808706
3,24,,132,,132,107,95,24,8,63,12,2,1.7,1.5213904
4,34,,86,,86,199,187,36,21,130,12,30.40426,23.2087,10.8808706
1,,,231,,231,53,41,,24,17,12,143.15385,134.15789,107.7370229
1,,,30,,30,30,18,,6,12,12,73.43243,68.2619,52.3294079
1,,,26,,26,38,26,,4,22,12,135.58824,154.05714,110.5180055
5,37,,132,,132,279,267,38,13,216,12,5.5,5.90909,4.5240023
11,198,,330,,330,1025,1013,221,72,720,12,4.44444,4.33636,3.6026773
3,18,,275,,275,55,43,18,0,25,12,76,61.57895,70.4195804
1,,,13,,13,28,16,0,0,16,12,4.13333,4.75,3.7180685
3,48,,66,,66,133,121,48,0,73,12,163.5625,167.81081,56.4207659
1,,,23,,23,23,11,0,3,8,12,25.15217,21.08333,16.271217
6,30,,330,,330,148,136,36,13,87,12,6.02778,5.85654,3.8696082
3,22,,169,,169,153,141,25,4,112,12,52.57143,47.66667,67.3836164
5,48,,40,,40,120,108,48,2,58,12,81.17544,82.05882,69.8511546
1,,,33,,33,30,18,,5,13,12,88.14943,73.12919,40.3573741
13,46,284,,,284,131,119,46,15,58,12,1.28571,1.35714,1.2478716
2,10,,24,,24,84,72,10,17,45,12,116.9875,102.84746,56.2174067
17,91,,66,,66,363,351,91,36,224,12,11.07895,11.43788,10.5782991
5,24,,46,,46,102,90,24,22,44,12,30.54545,29.55028,23.3176747
2,,,99,,99,101,89,,11,78,12,165.42857,143.74286,134.331154
2,,,30,,30,106,94,0,2,92,12,32.52381,24.73292,15.5901172
1,23,,,,,81,69,24,,45,12,1,1,1
2,7,,23,,23,39,27,7,4,16,12,45,35.61111,6.8314483
1,,,56,,56,24,12,,5,7,12,16,21,23.7403315
4,43,,83,,83,127,115,43,8,64,12,20.91379,14.68212,10.4593916
6,52,264,,,264,107,95,52,0,43,12,1.5,1.51351,1.604375
6,52,132,,,132,193,181,52,2,127,12,24.39286,21.86022,16.8267901
2,8,,60,,60,38,26,8,5,13,12,31.64789,23.16364,11.8899186
5,103,,198,,198,313,301,109,23,169,12,3.57143,3.73171,3.5207696
2,10,,,,,34,22,10,0,12,12,4.125,3.64286,1.4183998
4,119,,,3246,3246,162,150,137,1,12,12,42.40625,33.72308,8.0165457
1,,,83,,83,26,14,,2,12,12,74.17722,58.55556,48.2764031
2,,,32,,32,98,86,0,0,86,12,42.6,41.41667,34.1023326
20,25,,50,,50,100,88,25,30,33,12,1.6,1.61481,1.8534335
2,,,50,,50,36,24,,4,20,12,64.36364,50.82609,45.922449
1,,,89,,89,28,16,,8,8,12,48.17073,47.57971,32.801
4,65,,99,,99,423,411,73,84,254,12,26.25,22.20548,13.1778426
1,,,50,,50,93,81,,12,69,12,48.17073,47.57971,32.801
1,0,,330,,330,20,8,0,,8,12,63.23256,56.09302,50.3969944
2,,,89,,89,155,143,,9,134,12,18.93103,16.24096,11.7687293
43,501,434,0,0,434,1895,1883,591,215,1077,12,2.64815,2.2866,2.2754565
15,208,,82,,82,465,453,217,1,235,12,10.20833,9.52439,10.108537
1,,43,,,43,24,12,0,0,12,12,182.75472,155.98438,118.1370298
1,,,73,,73,19,7,,4,3,12,2.6,2.56818,2.5299456
1,,,,,,64,52,0,2,50,12,1,1,1
3,31,,76,,76,117,105,32,23,50,12,100.22222,87.54762,68.0430233
5,19,,83,,83,55,43,19,6,18,12,3.8,4.48,4.6705508
24,203,,495,,495,1018,1006,247,101,658,12,1.05556,1.04789,1.1250547
2,21,,29,,29,75,63,21,13,29,12,21.6,18.06542,15.0945234
2,,,17,,17,24,12,,5,7,12,88.14943,73.12919,40.3573741
1,,165,,,165,17,5,,,5,12,1,1,1
7,23,,99,,99,80,68,23,6,39,12,5.57143,5.02222,4.9496779
3,,,,,,59,47,,7,40,12,1,1,1
1,,,100,,100,20,8,,4,4,12,59,51.425,30.8362388
5,5,,23,,23,44,32,5,4,23,12,4.60465,4.70635,5.4383131
6,94,,66,,66,598,586,122,55,409,12,12.76923,12.06593,12.312266
2,,,116,,116,30,18,,6,12,12,300,320.58333,539.709799
1,,,20,,20,28,16,,6,10,12,76.12121,70.77612,13.9310196
7,23,,165,,165,356,344,30,8,306,12,80.4,74.73494,79.5669198
6,29,,149,,149,69,57,29,7,21,12,4.57143,3.96117,3.53162
24,367,,231,,231,2039,2027,462,223,1342,12,1.25,1.24211,1.2805479
1,,,99,,99,33,21,0,4,17,12,79.13115,66.28182,44.1860983
2,,,132,,132,134,122,0,0,122,12,39.84314,33.58491,19.9061433
16,33,1111,,,1111,300,288,46,1,241,12,4.09091,3.56774,3.138544
3,84,,7,,7,162,150,85,7,58,12,78.32258,70.90476,66.0938628
13,98,,270,,270,307,295,101,61,133,12,4.06667,3.83777,3.6733115
24,188,,,330,330,357,345,202,5,138,12,1,1,1
1,,,22,,22,67,55,,5,50,12,39.84314,33.58491,19.9061433
15,522,,495,,495,1691,1679,555,176,948,12,1.625,1.66667,1.6541752
2,62,,20,,20,350,338,70,14,254,12,62.02381,55.53982,39.0659737
2,,,45,,45,116,104,0,5,99,12,77.82292,67.19913,61.7123326
23,17,,116,,116,75,63,18,7,38,12,2.64815,2.2866,2.2754565
2,,,71,,71,58,46,,12,34,12,53.04348,49.87255,32.6921693
1,,,56,,56,87,75,,29,46,12,66.26667,53.14706,15.8154613
2,1,,,,,15,3,1,0,2,12,126.30909,110.89394,97.6291319
21,104,,92,,92,504,492,123,36,333,12,2.06977,1.88549,2.1407175
1,,,33,,33,38,26,0,6,20,12,252.53333,228.9881,224.3465793
5,72,,132,,132,187,175,72,0,103,12,6.92308,6.64198,5.7951002
2,,,30,,30,152,140,0,0,140,12,29.75439,24.31429,19.9564181
15,32,,376,,376,929,917,40,21,856,12,5.6,5.20846,5.5730852
1,,,43,,43,42,30,,13,17,12,178.91667,163.28302,134.9451747
2,,56,,,56,24,12,,,12,12,153.62,135.9823,107.7610927
3,12,,198,,198,70,58,12,12,34,12,10.16667,9.11765,11.1305936
3,14,43,,,43,45,33,14,0,19,12,30.40426,23.2087,10.8808706
17,32,,379,,379,931,919,40,21,858,12,5.6,5.20846,5.5730852
3,10,,89,,89,111,99,10,7,82,12,21.65455,18.47656,15.4693688
2,8,,13,,13,70,58,8,13,37,12,18.4375,16.93333,9.7709373
5,21,0,330,0,330,139,127,24,16,87,12,12.1875,12.2701,8.4880252
6,16,,99,,99,60,48,18,22,8,12,4.93333,5.23656,4.6126458
1,0,,79,,79,79,67,,8,59,12,43.68571,38.28205,25.0736537
2,,,132,,132,123,111,,8,103,12,9.66667,7.2,4.7325843
3,13,,96,,96,283,271,13,0,258,12,109.23077,90.56311,63.3530836
1,,,23,,23,32,20,,2,18,12,153.62,135.9823,107.7610927
20,134,,318,,318,583,571,158,71,342,12,1.14815,1.13237,1.1432839
1,,,23,,23,20,8,0,3,5,12,12.19355,10.67059,8.3086583
1,,,33,,33,34,22,,2,20,12,82.4898,61.86458,46.3116796
7,48,,132,,132,417,405,61,120,224,12,3.53333,3.5,2.8869008
1,,,66,,66,53,41,0,6,35,12,118.71795,105.79787,71.1424435
1,,240,,,240,20,8,,,8,12,4.63158,4.53333,4.2808132
1,,,46,,46,32,20,,6,14,12,4.66667,5.08333,2.3672055
2,4,,33,,33,52,40,4,2,34,12,21.6,18.06542,15.0945234
5,43,,,,,195,183,46,1,136,12,1,1,1
2,12,,43,,43,42,30,12,4,14,12,111.15909,102.65,106.8820951
1,,,99,,99,45,33,,8,25,12,48.17073,47.57971,32.801
2,,,66,,66,28,16,,3,13,12,20.91379,14.68212,10.4593916
1,,,89,,89,30,18,,1,17,12,2,1.7,1.5213904
8,38,,28,,28,156,144,42,17,85,12,4.06061,3.77578,3.3095415
44,505,,116,,116,1912,1900,596,216,1088,12,1,1,1
1,,,63,,63,31,19,0,5,14,12,53.35714,62.48,57.8042843
4,48,,,132,132,137,125,48,0,77,12,4,3.21429,3.1897233
4,42,198,,,198,301,289,51,12,226,12,6.6,6.125,7.4509091
1,,,155,,155,18,6,,,6,12,29.97368,19.69,10.0951459
4,29,,40,,40,124,112,29,0,83,12,17.06849,13.33908,8.5329549
1,,,264,,264,111,99,0,6,93,12,18,18.83333,20.2033898
3,14,,198,,198,101,89,14,31,44,12,76.12121,70.77612,13.9310196
2,4,,46,,46,114,102,4,21,77,12,178.91667,163.28302,134.9451747
2,,,13,,13,24,12,,4,8,12,45,35.61111,6.8314483
5,107,660,,,660,249,237,120,1,116,12,2.83333,2.84211,4.272846
2,,,331,,331,26,14,,8,6,12,26.96154,29.22222,28.5486848
12,143,,143,,143,448,436,151,0,285,12,1.92308,1.83648,1.5287659
2,,,46,,46,57,45,,4,41,12,110.2,105.21622,83.0092201
2,,,60,,60,36,24,0,3,21,12,28.65217,23.55046,17.3552791
2,12,,80,,80,37,25,12,4,9,12,45.86667,44.88235,51.3362832
1,,,139,,139,34,22,,8,14,12,44.65714,33.73171,14.4906332
1,,,33,,33,25,13,,4,9,12,42.98361,35.22881,23.8084023
1,,,43,,43,23,11,,2,9,12,120.15873,101.59864,83.784689
1,,,50,,50,86,74,,36,38,12,120.15873,101.59864,83.784689
18,160,,228,,228,820,808,179,53,576,12,2,1.89908,2.0026539
5,35,,66,,66,96,84,35,14,35,12,13.2,13.16667,13.5888651
1,,,36,,36,43,31,,5,26,12,185.71429,207.33333,218.3116883
8,23,,66,,66,59,47,23,16,8,12,8.75758,8.53769,8.4172592
1,,40,,,40,17,5,,,5,12,58.78125,54.65714,55.7782768
11,287,,198,,198,901,889,323,119,447,12,8.92857,8.88636,10.1998284
8,31,,,33,33,372,360,32,47,281,12,1.15,1.16379,1.1729015
2,,215,,,215,27,15,0,0,15,12,21.65455,18.47656,15.4693688
5,25,,33,,33,172,160,25,42,93,12,4.93333,5.23656,4.6126458
43,500,,297,,297,1893,1881,590,214,1077,12,2.64815,2.2866,2.2754565
3,36,234,,,234,118,106,36,0,70,12,6.25,6.16667,6.2525253
4,5,,132,,132,50,38,5,6,27,12,26.82609,24.21359,20.4343468
5,30,,149,,149,197,185,35,21,129,12,30.54545,29.55028,23.3176747
32,592,,109,,109,2509,2497,683,153,1661,12,3.36364,3.3686,4.8292848
1,,,33,,33,36,24,0,6,18,12,291.23684,278.21429,231.4733297
1,,,49,,49,73,61,0,24,37,12,6.85185,6.33898,3.0182879
15,152,,158,,158,583,571,180,95,296,12,2.72727,2.81159,3.0977906
2,,,33,,33,106,94,0,0,94,12,97.32468,77.2449,37.2703021
3,60,,33,,33,262,250,66,15,169,12,27.25,20,12.1132353
1,,,10,,10,25,13,0,1,12,12,132.5,159.65,289.1893831
